Feature	MeanAbsSHAP	model
ECFP_639	0.004723863913478	LogReg
ECFP_955	0.0047216429030526	LogReg
ECFP_996	0.0047203262611931	LogReg
ECFP_936	0.0046972014964327	LogReg
ECFP_590	0.004663220601927	LogReg
ECFP_0	0.0046480997	XGB
ECFP_174	0.0046308075131571	LogReg
ECFP_214	0.0046253344	XGB
ECFP_182	0.004569444543851	LogReg
ECFP_748	0.0045623859316914	LogReg
ECFP_422	0.0045431354	XGB
ECFP_316	0.0045405130479265	LogReg
ECFP_720	0.0045295878257168	LogReg
ECFP_727	0.0045159597400455	LogReg
ECFP_537	0.0044968325801106	LogReg
ECFP_952	0.0044805865297711	LogReg
ECFP_948	0.0044798467087329	LogReg
ECFP_228	0.0044765606543162	LogReg
ECFP_390	0.0044580947812149	LogReg
ECFP_224	0.0044473896670672	LogReg
ECFP_343	0.0044471407	XGB
ECFP_931	0.0044441424920965	LogReg
ECFP_895	0.0044214408187843	LogReg
ECFP_226	0.00441089	XGB
ECFP_455	0.0044080333740429	LogReg
ECFP_97	0.0044066371721311	LogReg
ECFP_955	0.0043969313	XGB
ECFP_430	0.0043924307637826	LogReg
ECFP_580	0.004380076	XGB
ECFP_59	0.0043791931184133	LogReg
ECFP_115	0.0043774736	XGB
ECFP_348	0.0043637554060966	LogReg
ECFP_531	0.0043374443664158	LogReg
ECFP_160	0.0042979788258022	LogReg
ECFP_564	0.0042923996	XGB
ECFP_310	0.0042847013	XGB
ECFP_963	0.0042776725368417	LogReg
ECFP_838	0.004273695	XGB
ECFP_130	0.004272369190791	LogReg
ECFP_529	0.0042660908406396	LogReg
ECFP_960	0.004261072	XGB
ECFP_779	0.0042596628238489	LogReg
ECFP_76	0.0042559280610089	LogReg
ECFP_926	0.0042306639531735	RF
ECFP_424	0.0042269955100363	LogReg
ECFP_757	0.004217495133669	LogReg
ECFP_729	0.0042129002394598	LogReg
ECFP_87	0.0042075649111582	LogReg
ECFP_677	0.004206167	XGB
ECFP_112	0.0042018982364843	LogReg
ECFP_517	0.0041845026694315	LogReg
ECFP_429	0.004176003	XGB
ECFP_534	0.0041726297	XGB
ECFP_649	0.0041698985065023	LogReg
ECFP_782	0.0041656166150241	LogReg
ECFP_771	0.0041653051327507	LogReg
ECFP_857	0.004148431	XGB
ECFP_743	0.0041468789604521	LogReg
ECFP_504	0.004120649044241	LogReg
ECFP_507	0.0041191437504023	LogReg
ECFP_46	0.00411745	XGB
ECFP_992	0.0041167736	XGB
ECFP_506	0.0040979135074957	LogReg
ECFP_461	0.00408478	XGB
ECFP_368	0.0040710701175134	LogReg
ECFP_195	0.0040689914876038	LogReg
ECFP_940	0.004065608	XGB
ECFP_900	0.0040584915508323	LogReg
ECFP_671	0.0040452613948636	LogReg
ECFP_677	0.0040443883287099	LogReg
ECFP_92	0.0040442357	XGB
ECFP_253	0.0040437365	XGB
ECFP_670	0.0040348605190071	LogReg
ECFP_74	0.0040344930173658	LogReg
ECFP_277	0.0040316541467126	LogReg
ECFP_651	0.0040109356200363	LogReg
ECFP_885	0.0040067397542574	LogReg
ECFP_96	0.0039975302043094	LogReg
ECFP_309	0.0039866174225987	LogReg
ECFP_367	0.0039761706996284	RF
ECFP_366	0.0039707432692359	LogReg
ECFP_466	0.003969963651707	LogReg
ECFP_408	0.003962384	XGB
ECFP_446	0.0039486446337283	LogReg
ECFP_478	0.0039429913230761	LogReg
ECFP_252	0.0039379030025883	LogReg
ECFP_272	0.0039058120440226	LogReg
ECFP_289	0.0039029482	XGB
ECFP_115	0.0038898173706148	LogReg
ECFP_819	0.0038812353777847	LogReg
ECFP_366	0.0038791788	XGB
ECFP_515	0.0038694617876043	LogReg
ECFP_436	0.0038629184500343	LogReg
ECFP_869	0.0038324154567349	LogReg
ECFP_234	0.0038235855388674	LogReg
ECFP_445	0.0038119082939556	LogReg
ECFP_624	0.0038107384	XGB
ECFP_387	0.0038075209155666	LogReg
ECFP_124	0.0038057708516107	LogReg
ECFP_799	0.0037943534019232	LogReg
ECFP_62	0.0037867031552278	LogReg
ECFP_737	0.003781572009021	LogReg
ECFP_761	0.003781467	XGB
ECFP_957	0.0037753635748012	LogReg
ECFP_664	0.0037707129723794	LogReg
ECFP_764	0.0037617168149458	LogReg
ECFP_391	0.0037537993902479	LogReg
ECFP_541	0.003747185	XGB
ECFP_401	0.0037443096625564	LogReg
ECFP_415	0.0037423748581071	LogReg
ECFP_571	0.0037421296697065	LogReg
ECFP_194	0.0037406114638173	LogReg
ECFP_82	0.0037385909870644	LogReg
ECFP_883	0.0037253042993154	LogReg
ECFP_657	0.0037235082	XGB
ECFP_72	0.0037213617309167	LogReg
ECFP_623	0.0037101343891744	LogReg
ECFP_364	0.0037080036	XGB
ECFP_802	0.0037079324735218	LogReg
ECFP_239	0.0037067448002289	LogReg
ECFP_206	0.0037052120050501	LogReg
ECFP_374	0.0036757658721325	LogReg
ECFP_768	0.0036708497393648	LogReg
ECFP_640	0.0036461872740138	LogReg
ECFP_227	0.0036449888508476	RF
ECFP_399	0.0036369992964424	LogReg
ECFP_285	0.0036234963	XGB
ECFP_934	0.0036229216612814	LogReg
ECFP_480	0.0036095839469192	LogReg
ECFP_31	0.0036084021698492	LogReg
ECFP_186	0.0036071868008417	LogReg
ECFP_776	0.0035945498177976	LogReg
ECFP_235	0.0035874977771587	LogReg
ECFP_320	0.0035842238895627	LogReg
ECFP_742	0.0035816036213458	LogReg
ECFP_687	0.0035777863	XGB
ECFP_838	0.0035676664006771	LogReg
ECFP_653	0.0035468760697008	LogReg
ECFP_429	0.0035466270040012	LogReg
ECFP_814	0.0035376351146232	LogReg
ECFP_951	0.0035281722016476	LogReg
ECFP_723	0.003522714686987	LogReg
ECFP_21	0.0035005705139772	LogReg
ECFP_265	0.003496278084188	LogReg
ECFP_998	0.0034897677	XGB
ECFP_258	0.0034822202511705	LogReg
ECFP_45	0.0034706104943588	LogReg
ECFP_91	0.0034696937	XGB
ECFP_412	0.0034598112	XGB
ECFP_237	0.0034513055180372	RF
ECFP_426	0.0034454434048038	LogReg
ECFP_481	0.0034262663128529	LogReg
ECFP_375	0.0034125009104469	LogReg
ECFP_333	0.0034115532790058	RF
ECFP_565	0.0034098022540302	LogReg
ECFP_993	0.0034062159363947	RF
ECFP_632	0.0034002454251138	LogReg
ECFP_142	0.0033974500695902	LogReg
ECFP_251	0.0033884870942428	LogReg
ECFP_254	0.0033878035283279	LogReg
ECFP_529	0.0033834532	XGB
ECFP_839	0.0033816500600964	LogReg
ECFP_985	0.0033804160354404	LogReg
ECFP_27	0.0033782238147531	LogReg
ECFP_104	0.003364469191048	LogReg
ECFP_1008	0.003362636813652	LogReg
ECFP_314	0.0033614668392229	RF
ECFP_491	0.0033599605072281	RF
ECFP_928	0.0033507620205938	LogReg
ECFP_636	0.0033458863851908	LogReg
ECFP_370	0.0033416253468221	LogReg
ECFP_82	0.0033391058	XGB
ECFP_832	0.0033353255	XGB
ECFP_1009	0.0033327820143146	LogReg
ECFP_856	0.0033325305014691	LogReg
ECFP_70	0.0033004653129163	LogReg
ECFP_765	0.0032924828603971	LogReg
ECFP_679	0.003284452	XGB
ECFP_547	0.0032796655151622	LogReg
ECFP_1000	0.0032777036949131	LogReg
ECFP_597	0.0032765769593695	LogReg
ECFP_570	0.0032734807418474	LogReg
ECFP_284	0.0032645852443361	RF
ECFP_613	0.0032419143017298	LogReg
ECFP_953	0.0032410974879073	LogReg
ECFP_24	0.0032374581022862	LogReg
ECFP_78	0.003234004	XGB
ECFP_825	0.0032334886	XGB
ECFP_888	0.0032259147386516	LogReg
ECFP_126	0.0032156942984282	LogReg
ECFP_775	0.0032027442713955	LogReg
ECFP_108	0.0031950810289761	LogReg
ECFP_576	0.003186822052841	LogReg
ECFP_239	0.0031860613	XGB
ECFP_166	0.003178910475576	LogReg
ECFP_784	0.0031640227	XGB
ECFP_984	0.0031626716	XGB
ECFP_750	0.0031577413520515	LogReg
ECFP_981	0.0031509182909448	RF
ECFP_482	0.0031495043	XGB
ECFP_94	0.0031486007848697	LogReg
ECFP_449	0.0031473944057693	LogReg
ECFP_803	0.0031230224081534	LogReg
ECFP_61	0.0031229373487788	LogReg
ECFP_53	0.0031021326	XGB
ECFP_299	0.0030965789780632	LogReg
ECFP_937	0.0030952638339662	LogReg
ECFP_247	0.0030946120792357	LogReg
ECFP_680	0.003091112	XGB
ECFP_52	0.0030904596	XGB
ECFP_623	0.0030865315	XGB
ECFP_603	0.0030862090299518	LogReg
ECFP_93	0.0030843869661876	LogReg
ECFP_864	0.003078163679062	LogReg
ECFP_486	0.0030698510827538	RF
ECFP_551	0.0030644056	XGB
ECFP_591	0.0030637481857603	LogReg
ECFP_528	0.0030623576658406	LogReg
ECFP_628	0.0030598985175701	LogReg
ECFP_824	0.0030544063789587	LogReg
ECFP_705	0.0030446064	XGB
ECFP_752	0.0030443779851023	LogReg
ECFP_772	0.003037169872993	LogReg
ECFP_471	0.0030362935778781	LogReg
ECFP_292	0.0030309014955295	LogReg
ECFP_556	0.0030308788786184	LogReg
ECFP_604	0.0030277140570228	LogReg
ECFP_722	0.0030261461578034	LogReg
ECFP_601	0.0030239359638151	LogReg
ECFP_582	0.0030199743654463	LogReg
ECFP_523	0.003007609204452	LogReg
ECFP_921	0.003001555669515	LogReg
ECFP_916	0.0030005427203764	LogReg
ECFP_312	0.0029971434482324	LogReg
ECFP_808	0.0029889704044705	LogReg
ECFP_660	0.0029848132660188	LogReg
ECFP_127	0.0029821012751439	LogReg
ECFP_577	0.0029794208	XGB
ECFP_165	0.0029740315	XGB
ECFP_958	0.0029686805288176	LogReg
ECFP_112	0.0029580495	XGB
ECFP_542	0.0029525330201676	LogReg
ECFP_259	0.0029506022619513	LogReg
ECFP_969	0.0029504183896041	LogReg
ECFP_897	0.0029490681607305	LogReg
ECFP_19	0.0029474813880198	LogReg
ECFP_585	0.0029451657762739	LogReg
ECFP_630	0.0029374645225209	LogReg
ECFP_346	0.0029359382818357	LogReg
ECFP_150	0.0029340218743539	LogReg
ECFP_599	0.0029317758082629	LogReg
ECFP_817	0.0029308235969061	LogReg
ECFP_408	0.0029289494452533	LogReg
ECFP_479	0.0029271964	XGB
ECFP_158	0.0029175211278576	LogReg
ECFP_728	0.0029172457	XGB
ECFP_893	0.0029154237252804	RF
ECFP_338	0.0029105316255391	LogReg
ECFP_642	0.0029103250519611	LogReg
ECFP_441	0.0029081487926572	LogReg
ECFP_457	0.0029064762883004	LogReg
ECFP_596	0.0029017101307193	LogReg
ECFP_848	0.0028969158442263	LogReg
ECFP_656	0.0028886946878316	RF
ECFP_706	0.0028883540366804	LogReg
ECFP_867	0.002888245	XGB
ECFP_339	0.0028848961852009	LogReg
ECFP_734	0.0028843926981997	LogReg
ECFP_593	0.0028814884347224	LogReg
ECFP_437	0.0028806054806332	LogReg
ECFP_685	0.0028794231395006	LogReg
ECFP_54	0.0028774708747601	LogReg
ECFP_659	0.0028771871212901	RF
ECFP_122	0.0028703351277632	LogReg
ECFP_847	0.0028579930406259	LogReg
ECFP_488	0.0028526048070268	LogReg
ECFP_549	0.0028479929223064	RF
ECFP_902	0.0028478485548003	LogReg
ECFP_562	0.0028471153	XGB
ECFP_587	0.0028440438	XGB
ECFP_725	0.0028355184	XGB
ECFP_196	0.0028337288596917	LogReg
ECFP_129	0.0028270609406561	LogReg
ECFP_561	0.0028266121037447	RF
ECFP_668	0.0028128735371376	LogReg
ECFP_48	0.0028010330452945	LogReg
ECFP_315	0.0028005856753959	LogReg
ECFP_341	0.0027943994134886	RF
ECFP_351	0.0027835864540749	LogReg
ECFP_809	0.0027826613316247	LogReg
ECFP_89	0.0027817686303431	LogReg
ECFP_120	0.0027633815618122	LogReg
ECFP_309	0.0027620848	XGB
ECFP_682	0.0027613424672387	LogReg
ECFP_586	0.0027588785	XGB
ECFP_229	0.0027561533148694	LogReg
ECFP_319	0.0027556923987502	LogReg
ECFP_988	0.0027531453735859	LogReg
ECFP_81	0.0027485885090054	LogReg
ECFP_674	0.0027438742871753	LogReg
ECFP_317	0.0027286473419112	LogReg
ECFP_85	0.0027272251098335	LogReg
ECFP_1021	0.0027262115371931	LogReg
ECFP_465	0.0027248324	XGB
ECFP_982	0.0027135833621189	LogReg
ECFP_363	0.0027081505458618	LogReg
ECFP_22	0.0027021887182393	LogReg
ECFP_769	0.0026907015	XGB
ECFP_643	0.0026771484202043	LogReg
ECFP_35	0.0026700552183586	LogReg
ECFP_318	0.002670037	XGB
ECFP_724	0.0026682853884114	LogReg
ECFP_908	0.0026672919132632	LogReg
ECFP_3	0.002665271812241	LogReg
ECFP_931	0.0026624184	XGB
ECFP_217	0.00266035193716	LogReg
ECFP_300	0.0026524995663085	LogReg
ECFP_567	0.0026522210919024	LogReg
ECFP_615	0.0026476698340401	LogReg
ECFP_855	0.0026404704	XGB
ECFP_210	0.0026348806	XGB
ECFP_1014	0.0026344054338948	LogReg
ECFP_942	0.0026341639845485	LogReg
ECFP_464	0.0026275365351974	RF
ECFP_903	0.002626627416284	LogReg
ECFP_697	0.0026258617982349	LogReg
ECFP_740	0.0026232977	XGB
ECFP_1019	0.0026210456741286	RF
ECFP_907	0.0026165597121657	LogReg
ECFP_755	0.0026157589680624	LogReg
ECFP_925	0.002609551332047	LogReg
ECFP_813	0.0026084496047215	LogReg
ECFP_763	0.0026041712	XGB
ECFP_543	0.0025962824	XGB
ECFP_168	0.0025932317267465	LogReg
ECFP_369	0.0025899715217037	LogReg
ECFP_858	0.0025872099858224	LogReg
ECFP_554	0.0025827622863537	LogReg
ECFP_773	0.0025717751308076	LogReg
ECFP_815	0.0025690112	XGB
ECFP_75	0.0025662575	XGB
ECFP_473	0.0025636772346394	LogReg
ECFP_886	0.0025590489744925	LogReg
ECFP_164	0.0025486688176181	LogReg
ECFP_708	0.0025431497	XGB
ECFP_569	0.0025418234522594	LogReg
ECFP_611	0.0025400370352139	LogReg
ECFP_975	0.002538066	XGB
ECFP_989	0.0025350875	XGB
ECFP_432	0.0025340517	XGB
ECFP_860	0.0025331401	XGB
ECFP_879	0.0025249049165987	LogReg
ECFP_218	0.0025196667599141	LogReg
ECFP_308	0.00251161	XGB
ECFP_238	0.0025084323366911	LogReg
ECFP_873	0.0025071803791971	LogReg
ECFP_941	0.0024989904	XGB
ECFP_44	0.0024882575823677	LogReg
ECFP_683	0.0024791631496697	LogReg
ECFP_373	0.0024748530757209	LogReg
ECFP_282	0.002463730713761	LogReg
ECFP_718	0.0024538235829558	RF
ECFP_9	0.0024518569	XGB
ECFP_877	0.0024480571640416	LogReg
ECFP_681	0.0024456816921706	LogReg
ECFP_854	0.0024379306565395	LogReg
ECFP_553	0.0024353866	XGB
ECFP_102	0.0024245493	XGB
ECFP_937	0.002423944	XGB
ECFP_222	0.0024239139401337	RF
ECFP_242	0.0024192541018306	LogReg
ECFP_3	0.0023993012	XGB
ECFP_918	0.0023989123	XGB
ECFP_409	0.002397035	XGB
ECFP_522	0.0023955465330246	LogReg
ECFP_134	0.0023952622248649	LogReg
ECFP_213	0.0023948878464541	LogReg
ECFP_57	0.0023771797186893	LogReg
ECFP_280	0.0023719892805691	LogReg
ECFP_188	0.0023652734	XGB
ECFP_334	0.0023520729038174	LogReg
ECFP_620	0.0023498887097562	LogReg
ECFP_830	0.0023411163	XGB
ECFP_732	0.0023346007548751	LogReg
ECFP_777	0.002327817421595	LogReg
ECFP_68	0.0023271999808914	LogReg
ECFP_973	0.0023140372	XGB
ECFP_865	0.0023069357019487	LogReg
ECFP_501	0.0023002252	XGB
ECFP_83	0.0022992451932324	LogReg
ECFP_432	0.0022957177601206	LogReg
ECFP_811	0.0022923218977541	LogReg
ECFP_787	0.0022893592005215	RF
ECFP_786	0.0022869864	XGB
ECFP_520	0.0022835899954385	LogReg
ECFP_321	0.0022832630045605	LogReg
ECFP_41	0.0022815698097618	RF
ECFP_633	0.002276723773953	LogReg
ECFP_262	0.0022733380511361	LogReg
ECFP_999	0.0022724780743843	LogReg
ECFP_327	0.0022708965	XGB
ECFP_556	0.002267769	XGB
ECFP_698	0.0022654309501573	RF
ECFP_377	0.0022620618880068	LogReg
ECFP_207	0.0022604003428558	RF
ECFP_540	0.0022538887149836	RF
ECFP_923	0.0022528374585236	RF
ECFP_319	0.0022502206	XGB
ECFP_476	0.0022488694490071	LogReg
ECFP_145	0.0022487103142501	LogReg
ECFP_897	0.0022476087	XGB
ECFP_182	0.0022447342	XGB
ECFP_788	0.0022399382534991	LogReg
ECFP_828	0.0022368456282455	LogReg
ECFP_724	0.0022249692	XGB
ECFP_60	0.002224768672304	LogReg
ECFP_125	0.0022160525047658	LogReg
ECFP_860	0.0022132243150061	LogReg
ECFP_717	0.0022030504190205	LogReg
ECFP_293	0.0021839293025899	LogReg
ECFP_991	0.0021839240192585	LogReg
ECFP_447	0.0021791015054674	LogReg
ECFP_1018	0.0021790771781954	LogReg
ECFP_400	0.0021755806763405	LogReg
ECFP_700	0.002166409	XGB
ECFP_516	0.0021619809291315	LogReg
ECFP_6	0.00215410729065	LogReg
ECFP_612	0.0021536865010728	LogReg
ECFP_136	0.0021477178007424	RF
ECFP_862	0.0021383956400477	LogReg
ECFP_269	0.0021354680583074	LogReg
ECFP_487	0.0021334322329994	LogReg
ECFP_116	0.0021309764	XGB
ECFP_245	0.0021262594441805	LogReg
ECFP_273	0.0021178444694755	LogReg
ECFP_241	0.0021178094022826	LogReg
ECFP_980	0.0021153633979956	LogReg
ECFP_198	0.0021141656288387	LogReg
ECFP_530	0.0021136738750288	LogReg
ECFP_353	0.0021118943784133	LogReg
ECFP_325	0.0021104809895097	RF
ECFP_69	0.0021090293801169	LogReg
ECFP_526	0.0021036725099771	RF
ECFP_240	0.0020998427048688	LogReg
ECFP_961	0.002096415	XGB
ECFP_135	0.0020892227	XGB
ECFP_204	0.002084212	XGB
ECFP_88	0.0020838403229896	LogReg
ECFP_658	0.0020744482062377	LogReg
ECFP_411	0.0020648982151038	LogReg
ECFP_111	0.0020600247816506	LogReg
ECFP_547	0.002051366	XGB
ECFP_602	0.0020476489776993	LogReg
ECFP_381	0.002046613490007	RF
ECFP_329	0.0020464714860449	LogReg
ECFP_783	0.0020395503220937	LogReg
ECFP_822	0.0020380177294837	LogReg
ECFP_1020	0.0020315590560161	LogReg
ECFP_886	0.0020144968	XGB
ECFP_843	0.0020124758536655	RF
ECFP_292	0.002009855	XGB
ECFP_568	0.0020007177660843	LogReg
ECFP_445	0.001998372	XGB
ECFP_821	0.0019928140444877	LogReg
ECFP_361	0.0019874695935242	RF
ECFP_904	0.0019872948465548	RF
ECFP_829	0.0019855898640199	RF
ECFP_483	0.0019850373231731	LogReg
ECFP_497	0.0019844832898335	LogReg
ECFP_885	0.0019824111	XGB
ECFP_647	0.0019801906	XGB
ECFP_676	0.001977787002842	LogReg
ECFP_967	0.0019764460635957	RF
ECFP_261	0.0019716204789506	LogReg
ECFP_929	0.0019673794827153	LogReg
ECFP_169	0.0019569399282466	LogReg
ECFP_559	0.001953984	XGB
ECFP_96	0.0019537453	XGB
ECFP_789	0.0019535969226967	LogReg
ECFP_485	0.0019519812235506	LogReg
ECFP_795	0.0019483675	XGB
ECFP_655	0.0019456724536782	LogReg
ECFP_762	0.0019408855949468	LogReg
ECFP_1002	0.0019350613539567	LogReg
ECFP_264	0.001931639559613	LogReg
ECFP_831	0.0019315021494147	RF
ECFP_618	0.0019298369826543	LogReg
ECFP_305	0.0019270803658712	LogReg
ECFP_265	0.0019252741	XGB
ECFP_627	0.0019148005755744	LogReg
ECFP_332	0.001914300798266	LogReg
ECFP_393	0.0019118882112812	RF
ECFP_544	0.0019094352390446	LogReg
ECFP_536	0.0019070626517606	LogReg
ECFP_86	0.0019055664	XGB
ECFP_558	0.0019049127346992	LogReg
ECFP_440	0.0019001960464106	LogReg
ECFP_307	0.0018999284	XGB
ECFP_396	0.0018983327629424	LogReg
ECFP_637	0.0018972607936981	LogReg
ECFP_383	0.0018945917787546	RF
ECFP_578	0.0018940466612506	RF
ECFP_181	0.0018926438122712	LogReg
ECFP_323	0.0018904742491665	LogReg
ECFP_374	0.001889763	XGB
ECFP_669	0.0018896274	XGB
ECFP_945	0.0018875397852638	LogReg
ECFP_538	0.0018868766191778	LogReg
ECFP_507	0.0018804282	XGB
ECFP_51	0.001880421409958	LogReg
ECFP_189	0.0018789258	XGB
ECFP_249	0.0018770354	XGB
ECFP_428	0.0018746944300224	RF
ECFP_835	0.0018737791316667	LogReg
ECFP_751	0.0018729571	XGB
ECFP_710	0.0018721444700054	LogReg
ECFP_899	0.0018679154099289	LogReg
ECFP_572	0.0018650870057889	LogReg
ECFP_566	0.0018630062401722	LogReg
ECFP_180	0.0018606609782164	LogReg
ECFP_187	0.0018605611	XGB
ECFP_716	0.0018600208213471	LogReg
ECFP_535	0.001859802	XGB
ECFP_362	0.0018588498087439	RF
ECFP_305	0.0018559912	XGB
ECFP_521	0.0018504048078025	LogReg
ECFP_243	0.0018488414915809	LogReg
ECFP_741	0.0018422534538912	LogReg
ECFP_190	0.0018419188950447	LogReg
ECFP_704	0.001837745024566	LogReg
ECFP_995	0.0018326024105274	LogReg
ECFP_335	0.0018234204490017	LogReg
ECFP_818	0.0018225800340244	LogReg
ECFP_287	0.0018216868068841	LogReg
ECFP_316	0.0018137858	XGB
ECFP_379	0.0018105886175911	LogReg
ECFP_674	0.0018079497	XGB
ECFP_922	0.0018063473557285	RF
ECFP_435	0.0018022576	XGB
ECFP_790	0.001798609357486	LogReg
ECFP_962	0.0017942042928588	LogReg
ECFP_758	0.0017937564	XGB
ECFP_499	0.0017916561240592	LogReg
ECFP_815	0.0017872591650697	LogReg
ECFP_56	0.0017871116179849	LogReg
ECFP_276	0.0017865687206309	LogReg
ECFP_119	0.0017861831766923	RF
ECFP_690	0.0017823128061216	LogReg
ECFP_397	0.0017751197	XGB
ECFP_456	0.0017663115483761	RF
ECFP_279	0.0017654444961088	LogReg
ECFP_563	0.0017625691718944	LogReg
ECFP_939	0.001759768365696	LogReg
ECFP_14	0.0017525697662317	RF
ECFP_179	0.0017513466428729	RF
ECFP_870	0.0017463688566339	LogReg
ECFP_24	0.0017438323	XGB
ECFP_739	0.0017433767102468	RF
ECFP_871	0.0017404246471451	LogReg
ECFP_719	0.0017387612835788	LogReg
ECFP_101	0.0017268972083636	LogReg
ECFP_640	0.001721543	XGB
ECFP_149	0.0017185118195003	LogReg
ECFP_95	0.0017150370416094	LogReg
ECFP_458	0.0017125094237371	RF
ECFP_331	0.0017069358875244	LogReg
ECFP_121	0.0016978861735512	RF
ECFP_965	0.0016953922608442	LogReg
ECFP_914	0.0016937649	XGB
ECFP_930	0.0016934679967425	LogReg
ECFP_736	0.0016889755177779	RF
ECFP_340	0.0016883159657918	LogReg
ECFP_271	0.0016872609	XGB
ECFP_317	0.0016854625	XGB
ECFP_61	0.0016851546	XGB
ECFP_21	0.0016828608	XGB
ECFP_475	0.0016811374634367	LogReg
ECFP_609	0.0016789998305244	LogReg
ECFP_220	0.0016726429	XGB
ECFP_510	0.0016655617392779	LogReg
ECFP_629	0.0016651856765181	LogReg
ECFP_90	0.0016647424958825	RF
ECFP_328	0.0016636547106938	LogReg
ECFP_805	0.0016619242945862	LogReg
ECFP_448	0.0016604919	XGB
ECFP_155	0.0016589334174846	LogReg
ECFP_679	0.0016510360753417	LogReg
ECFP_392	0.0016508853080626	RF
ECFP_313	0.0016478824703228	LogReg
ECFP_631	0.0016449072938563	LogReg
ECFP_128	0.0016418991171987	RF
ECFP_1005	0.0016412677702957	LogReg
ECFP_654	0.0016355275197192	LogReg
ECFP_938	0.0016309998123493	LogReg
ECFP_146	0.0016304100749171	LogReg
ECFP_595	0.0016282263681591	LogReg
ECFP_10	0.001623231854568	RF
ECFP_782	0.001612464	XGB
ECFP_892	0.0016116191589636	LogReg
ECFP_221	0.0016100372	XGB
ECFP_298	0.0016099274	XGB
ECFP_29	0.0016079116382593	LogReg
ECFP_50	0.0016058215756498	LogReg
ECFP_1013	0.0015983974288112	LogReg
ECFP_836	0.0015964019480802	LogReg
ECFP_425	0.0015959161350837	LogReg
ECFP_205	0.0015958017564092	LogReg
ECFP_159	0.0015942612198656	LogReg
ECFP_257	0.0015912260297149	LogReg
ECFP_9	0.0015904921329696	RF
ECFP_134	0.001588488	XGB
ECFP_326	0.0015883910299895	LogReg
ECFP_749	0.0015857976	XGB
ECFP_863	0.001582947967402	LogReg
ECFP_804	0.0015779688952486	LogReg
ECFP_388	0.0015700046416442	LogReg
ECFP_528	0.0015693197	XGB
ECFP_444	0.001565037	XGB
ECFP_242	0.0015639436	XGB
ECFP_349	0.0015620565	XGB
ECFP_39	0.0015618780778427	LogReg
ECFP_288	0.0015600544601335	RF
ECFP_64	0.0015573321997807	RF
ECFP_275	0.001556372	XGB
ECFP_40	0.0015563090281414	LogReg
ECFP_512	0.0015528449005178	LogReg
ECFP_132	0.0015510191855587	LogReg
ECFP_896	0.0015491531428661	RF
ECFP_306	0.0015484334803051	LogReg
ECFP_147	0.0015448403821743	RF
ECFP_452	0.001540449321611	RF
ECFP_667	0.0015293451402604	RF
ECFP_950	0.001527568870786	LogReg
ECFP_419	0.0015222594144587	RF
ECFP_354	0.0015172703	XGB
ECFP_330	0.001513767473419	LogReg
ECFP_568	0.0015036211	XGB
ECFP_846	0.0015029562924929	LogReg
ECFP_157	0.0015018107880656	LogReg
ECFP_513	0.0014982106504245	LogReg
ECFP_850	0.0014968493674133	LogReg
ECFP_800	0.0014955094551615	LogReg
ECFP_628	0.001486858	XGB
ECFP_291	0.0014862356715876	LogReg
ECFP_927	0.0014836046572803	RF
ECFP_322	0.001482138217152	RF
ECFP_405	0.0014808156325754	LogReg
ECFP_16	0.0014789976793297	LogReg
ECFP_979	0.0014786016527688	RF
ECFP_977	0.0014718060172338	LogReg
ECFP_648	0.0014711976729536	LogReg
ECFP_968	0.0014679681207904	LogReg
ECFP_498	0.0014673421963616	LogReg
ECFP_673	0.0014561763185723	RF
ECFP_372	0.0014553654897602	LogReg
ECFP_778	0.0014534246843216	LogReg
ECFP_451	0.0014532103328439	RF
ECFP_501	0.0014508614714908	LogReg
ECFP_199	0.0014368591481968	LogReg
ECFP_416	0.0014305812018821	RF
ECFP_987	0.0014281766608991	LogReg
ECFP_245	0.0014255438	XGB
ECFP_635	0.0014252116062172	LogReg
ECFP_641	0.0014234535055827	RF
ECFP_906	0.0014209631919506	LogReg
ECFP_588	0.0014171377506033	RF
ECFP_391	0.0014148916	XGB
ECFP_944	0.0014131342	XGB
ECFP_686	0.0014113651497487	LogReg
ECFP_872	0.0014082137129218	LogReg
ECFP_404	0.0014056919496883	LogReg
ECFP_281	0.001405685	XGB
ECFP_834	0.00139131	XGB
ECFP_608	0.0013902866430225	LogReg
ECFP_470	0.0013864915773191	RF
ECFP_1016	0.0013862680922329	LogReg
ECFP_290	0.0013830963818573	LogReg
ECFP_733	0.0013804294318374	LogReg
ECFP_881	0.0013642222295803	RF
ECFP_756	0.0013615672718347	LogReg
ECFP_311	0.0013603294094275	RF
ECFP_976	0.0013571779	XGB
ECFP_598	0.001353800293918	LogReg
ECFP_324	0.0013524998	XGB
ECFP_219	0.0013475233059102	RF
ECFP_113	0.0013469178914232	LogReg
ECFP_490	0.0013436020602892	LogReg
ECFP_691	0.0013426744	XGB
ECFP_524	0.0013403147	XGB
ECFP_434	0.0013350917167447	LogReg
ECFP_66	0.0013330746753648	LogReg
ECFP_760	0.001329671923696	LogReg
ECFP_605	0.0013287219162915	LogReg
ECFP_574	0.0013284179524501	LogReg
ECFP_427	0.0013269077865269	LogReg
ECFP_750	0.0013249915	XGB
ECFP_794	0.0013231067216445	RF
ECFP_184	0.001321844620639	RF
ECFP_25	0.0013210015894337	LogReg
