Feature	MeanAbsSHAP_RF
ECFP_816	0.0012883506711811959
ECFP_817	0.0002929273103696719
ECFP_818	0.0002286331626158389
ECFP_819	0.0002499897868713742
ECFP_820	0.000570382790281301
ECFP_821	0.00012275977965180943
ECFP_822	0.00038798701826365297
ECFP_823	0.0007452628069691101
ECFP_824	0.00020758070283893575
ECFP_825	0.0006709565629321575
ECFP_826	0.00015710199742808363
ECFP_827	0.0008936258394805597
ECFP_828	0.00014637216178165323
ECFP_829	0.0019855898640199895
ECFP_830	0.00041241543940551703
ECFP_831	0.001931502149414771
ECFP_832	0.0003013528121655032
ECFP_833	0.00038497391041309034
ECFP_834	0.000279420959868353
ECFP_835	0.00019830270297527703
ECFP_836	0.00019653224801614638
ECFP_837	0.0006268139312161346
ECFP_838	0.0003983894585530356
ECFP_839	0.0002994541113029201
ECFP_840	0.00019665814160284411
ECFP_841	0.00043350463141353065
ECFP_842	0.0005650490276726105
ECFP_843	0.0020124758536655472
ECFP_844	0.00012128947706808142
ECFP_845	0.0008831981164334872
ECFP_846	0.00016023129093152577
ECFP_847	0.00012285107854239377
ECFP_848	0.0005780175137615949
ECFP_849	0.007563097352643648
ECFP_850	0.0002607381843141973
ECFP_851	0.00021050970780676402
ECFP_852	0.0009671960382573952
ECFP_853	0.000561756361934804
ECFP_854	0.00042987715175167726
ECFP_855	0.0003984540019189081
ECFP_856	0.00025338688836899954
ECFP_857	0.0012001889497989461
ECFP_858	0.0003023815405600632
ECFP_859	0.0005190747626572189
ECFP_860	0.00020271669570106425
ECFP_861	0.0004358149549953035
ECFP_862	0.00019132484572538755
ECFP_863	0.00031837199538157986
ECFP_864	0.0002746954278138701
ECFP_865	0.00015396072625352425
ECFP_866	4.920813660176193e-05
ECFP_867	0.0008630168838916162
ECFP_868	0.00018602069224119504
ECFP_869	0.0001238858743346162
ECFP_870	0.00017991889962722771
ECFP_871	0.00013833630940287113
ECFP_872	0.00018997399993257846
ECFP_873	0.00017555208167256792
ECFP_874	0.0005308255658135232
ECFP_875	0.005594932249193505
ECFP_876	0.00010065556801611571
ECFP_877	0.00013557559466265953
ECFP_878	0.0009265980379829372
ECFP_879	0.00021025313612777074
ECFP_880	8.710113789953704e-05
ECFP_881	0.0013642222295803066
ECFP_882	0.0002813704703123464
ECFP_883	0.0004976672284593702
ECFP_884	0.0007295849914238887
ECFP_885	0.00034177875935050234
ECFP_886	0.0002434905403314899
ECFP_887	0.0008558299643077555
ECFP_888	0.00038615612266660823
ECFP_889	0.00031485480306636253
ECFP_890	0.0004772699162048452
ECFP_891	0.00033415811136209254
ECFP_892	0.0001477421442322111
ECFP_893	0.0029154237252804133
ECFP_894	0.0003219390621447319
ECFP_895	0.0002886460447321999
ECFP_896	0.0015491531428661917
ECFP_897	0.00040524747364252686
ECFP_898	0.0010887397831777531
ECFP_899	0.00016404348305760252
ECFP_900	0.0004928881834202597
ECFP_901	5.703464416353627e-05
ECFP_902	0.00038493780708243844
ECFP_903	0.0001692243120117061
ECFP_904	0.00198729484655488
ECFP_905	0.0002692887091590662
ECFP_906	0.00015659869810274733
ECFP_907	0.00015787513441789302
ECFP_908	0.0005079079414065785
ECFP_909	0.0002788695475752064
ECFP_910	0.00010532881045875344
ECFP_911	0.0002805833601470475
ECFP_912	0.0009551906274286136
ECFP_913	0.0005907473478937705
ECFP_914	0.00048684315257416634
ECFP_915	0.00033523497380006815
ECFP_916	0.00021416653269863746
ECFP_917	0.001283818553434607
ECFP_918	0.0006743770494897995
ECFP_919	0.00034673085066509436
ECFP_920	0.0006615501646837652
ECFP_921	0.0003293930411177624
ECFP_922	0.0018063473557285302
ECFP_923	0.002252837458523664
ECFP_924	9.368090461033194e-05
ECFP_925	0.00031158137762218104
ECFP_926	0.00423066395317355
ECFP_927	0.0014836046572803984
ECFP_928	0.0004360366800483989
ECFP_929	0.00030066844738299553
ECFP_930	0.00010500515732909123
ECFP_931	0.00024139061277405894
ECFP_932	0.0008987766377121058
ECFP_933	0.00044001383010770664
ECFP_934	0.00016645726097078308
ECFP_935	0.0011171093580669349
ECFP_936	0.0002758697891622606
ECFP_937	0.0004459749713040898
ECFP_938	0.0003054544704838596
ECFP_939	0.00035312337511037397
ECFP_940	0.000513948747845304
ECFP_941	0.0006909116127021929
ECFP_942	0.00017801372164354535
ECFP_943	8.910248217703665e-05
ECFP_944	0.0007833261468025548
ECFP_945	0.00012907371164192546
ECFP_946	0.0007842330883278736
ECFP_947	0.0005958561117820896
ECFP_948	0.0003105777117046684
ECFP_949	0.0005694887722208627
ECFP_950	0.00019387729216615142
ECFP_951	0.0004681703072998818
ECFP_952	0.0003733690933218274
ECFP_953	0.00026736249643102676
ECFP_954	0.0003983726869859031
ECFP_955	0.0004883012556349887
ECFP_956	0.0006576094695335188
ECFP_957	0.00020494520832846897
ECFP_958	0.0007879514398102548
ECFP_959	9.493292408178778e-05
ECFP_960	0.0005059854871841086
ECFP_961	0.0005686312134169835
ECFP_962	0.0002288404781918681
ECFP_963	0.00033475373006192115
ECFP_964	9.505150449924733e-05
ECFP_965	0.0001622046010354072
ECFP_966	0.0008157484534884925
ECFP_967	0.0019764460635957205
ECFP_968	0.00012875855960753864
ECFP_969	0.00030745255299401174
ECFP_970	0.00035971910081771875
ECFP_971	0.0003336655799832601
ECFP_972	8.996378659080965e-05
ECFP_973	0.00045787611913960705
ECFP_974	0.000543366859047199
ECFP_975	0.000616043499044501
ECFP_976	0.0006252271920838962
ECFP_977	9.123862953271998e-05
ECFP_978	0.0004088796064340718
ECFP_979	0.0014786016527688452
ECFP_980	0.00036240000886241105
ECFP_981	0.003150918290944816
ECFP_982	0.0003073998325621988
ECFP_983	0.00023515251228772749
ECFP_984	0.00040841157144401983
ECFP_985	0.00038347164714948876
ECFP_986	0.0006599320589932656
ECFP_987	0.0002892655313213231
ECFP_988	0.00030534949916412405
ECFP_989	0.0005649727496327941
ECFP_990	9.577735609771917e-05
ECFP_991	0.00038779508261463597
ECFP_992	0.0006863731140042961
ECFP_993	0.0034062159363947237
ECFP_994	0.00026270243178285233
ECFP_995	0.0002879848387208991
ECFP_996	0.0002312462334748343
ECFP_997	0.00031543137078960857
ECFP_998	0.0012152151859048236
ECFP_999	0.000360302917678788
ECFP_1000	0.00031278001123994005
ECFP_1001	8.61017632957899e-05
ECFP_1002	0.00020101275688928481
ECFP_1003	0.000152372963968773
ECFP_1004	0.0009131193673607227
ECFP_1005	0.00016199810187610779
ECFP_1006	0.000458690540766318
ECFP_1007	0.00010068348647854935
ECFP_1008	0.00022401795872708415
ECFP_1009	0.00019916156467197113
ECFP_1010	0.0001871881273114688
ECFP_1011	0.0004494852593728123
ECFP_1012	0.0011733273450355145
ECFP_1013	0.00013707150552302378
ECFP_1014	0.00019007033655611826
ECFP_1015	0.00010064574921422058
ECFP_1016	0.00013860574559467983
ECFP_1017	0.0004453792297886072
ECFP_1018	0.00015176778092589575
ECFP_1019	0.002621045674128699
ECFP_1020	0.00017636081082639672
ECFP_1021	0.00025873150450319015
ECFP_1022	8.656260504862721e-05
ECFP_1023	0.00016959308923894306
