Feature	MeanAbsSHAP_RF
ECFP_715	0.0009008087580073812
ECFP_716	0.0001822619075361414
ECFP_717	0.00016315656716004307
ECFP_718	0.002453823582955817
ECFP_719	0.00015398886949865404
ECFP_720	0.0004809912802763249
ECFP_721	0.0004466169151147611
ECFP_722	0.0001906687450610952
ECFP_723	0.00023669964326274574
ECFP_724	0.0003328378407479784
ECFP_725	0.0005937796287236528
ECFP_726	0.007704971367599201
ECFP_727	0.00032396373533555994
ECFP_728	0.0005721207572706077
ECFP_729	0.00025255223313994465
ECFP_730	0.001111391399736426
ECFP_731	0.00027701811585517406
ECFP_732	0.00020536776098600064
ECFP_733	0.0001123787843312274
ECFP_734	0.000248547043643647
ECFP_735	0.00010926320375546825
ECFP_736	0.0016889755177779558
ECFP_737	0.00039517669345724964
ECFP_738	0.00030146491482474285
ECFP_739	0.00174337671024685
ECFP_740	0.0004610053636540423
ECFP_741	0.00040806365345679043
ECFP_742	0.0003173310622358686
ECFP_743	0.00029056528960265496
ECFP_744	0.00018212176177789571
ECFP_745	0.0008044501352682164
ECFP_746	0.00012246750159643476
ECFP_747	0.0008554515959193258
ECFP_748	0.0003056254760303634
ECFP_749	0.0002077907818291732
ECFP_750	0.00032354733679123367
ECFP_751	0.0011701516150576861
ECFP_752	0.0004009680536656668
ECFP_753	0.0005338243018793105
ECFP_754	0.0008768213543544125
ECFP_755	0.0002828601919001486
ECFP_756	0.00013317057467177574
ECFP_757	0.00039257382547082614
ECFP_758	0.0002280778785033177
ECFP_759	0.0007918146595657753
ECFP_760	0.0002784941872891685
ECFP_761	0.0005279523527362543
ECFP_762	0.00015937597603168458
ECFP_763	0.0006755702750410634
ECFP_764	0.0003453299272896327
ECFP_765	0.00017809925504105577
ECFP_766	7.684971021386512e-05
ECFP_767	0.001179048267656279
ECFP_768	0.00031401592624161976
ECFP_769	0.00041312078691658707
ECFP_770	0.0007256205854752486
ECFP_771	0.00029962243592680213
ECFP_772	0.00045774002927409117
ECFP_773	0.00024996257416787395
ECFP_774	7.370936031122668e-05
ECFP_775	0.0005437951615107755
ECFP_776	0.0005341979499284994
ECFP_777	0.000203218969185848
ECFP_778	0.0002265205326708514
ECFP_779	0.00021002066021872835
ECFP_780	0.0003665756822118593
ECFP_781	0.00019853797497382237
