Feature	MeanAbsSHAP_LogReg
ECFP_848	0.0028969132844254217
ECFP_849	0.0727873534619927
ECFP_850	0.0014967050424444872
ECFP_851	0.0011032979457177097
ECFP_852	0.011800388605825513
ECFP_853	0.007508858005719458
ECFP_854	0.0024379402342584486
ECFP_855	0.008959134130390673
ECFP_856	0.0033324940799460967
ECFP_857	0.011892827718226109
ECFP_858	0.002587171349988776
ECFP_859	0.005775166639722858
ECFP_860	0.0022130398917258507
ECFP_861	0.005423159146110535
ECFP_862	0.0021383107523238474
ECFP_863	0.001582856296432522
ECFP_864	0.00307763415411881
ECFP_865	0.0023068809622655726
ECFP_866	0.0005451873754351232
ECFP_867	0.008365643293685806
ECFP_868	0.0007848847176823735
ECFP_869	0.003831408792493933
ECFP_870	0.0017463506819561843
ECFP_871	0.0017401964682273931
ECFP_872	0.0014079778759488607
ECFP_873	0.0025065359516458618
ECFP_874	0.005826918660275728
ECFP_875	0.07230405831999198
ECFP_876	0.0009930429348190553
ECFP_877	0.002447855956019096
ECFP_878	0.007012431099114751
ECFP_879	0.0025250328726264095
ECFP_880	0.0009545804738373472
ECFP_881	0.04610400972129439
ECFP_882	0.00514827777988794
ECFP_883	0.0037252429667850293
ECFP_884	0.010552915529713517
ECFP_885	0.004006146370718107
ECFP_886	0.002558759998253132
ECFP_887	0.016598120333051504
ECFP_888	0.0032248185279475485
ECFP_889	0.004856444935103839
ECFP_890	0.005292494487234662
ECFP_891	0.00891356709182658
ECFP_892	0.0016110919319350634
ECFP_893	0.09984851391535365
ECFP_894	0.005754859637682507
ECFP_895	0.004422235815769641
ECFP_896	0.028154852626534797
ECFP_897	0.002944544638544024
ECFP_898	0.009007774020369858
ECFP_899	0.001867614290668166
ECFP_900	0.004058505498886312
ECFP_901	0.0009364038675647434
ECFP_902	0.002847966297567344
ECFP_903	0.002626462352973192
ECFP_904	0.01450805028852915
ECFP_905	0.0053429217994919904
ECFP_906	0.0014208593390277187
ECFP_907	0.0026164999006437484
ECFP_908	0.002667089949275521
ECFP_909	0.005643366516834991
ECFP_910	0.0012069865782973529
ECFP_911	0.005177841302472178
ECFP_912	0.010247769473951273
ECFP_913	0.020380628671594316
ECFP_914	0.00474498962049668
ECFP_915	0.0063339161891465354
ECFP_916	0.003000718700512739
ECFP_917	0.015061827147683374
ECFP_918	0.014546366033274244
ECFP_919	0.005952054349775648
ECFP_920	0.0058036990495372205
ECFP_921	0.003001704055649213
ECFP_922	0.019931724300382637
ECFP_923	0.043219477757439714
ECFP_924	0.001065405867087926
ECFP_925	0.0026095428649279802
ECFP_926	0.12692110114258784
ECFP_927	0.03176007038014307
ECFP_928	0.0033507910812249097
ECFP_929	0.001967342690022646
ECFP_930	0.0016934901135099295
ECFP_931	0.004444268491189122
ECFP_932	0.014057432682413435
ECFP_933	0.0057349174096822915
ECFP_934	0.0036232163168850432
ECFP_935	0.051492636242379076
ECFP_936	0.004697096435360935
ECFP_937	0.003096107049446436
ECFP_938	0.0016311385610627608
ECFP_939	0.0017596411827916537
ECFP_940	0.005459483142152404
ECFP_941	0.006867369065658935
ECFP_942	0.002633883702431058
ECFP_943	0.0005959943030846995
ECFP_944	0.006809239785929554
ECFP_945	0.0018880498103028272
ECFP_946	0.016729608434839446
ECFP_947	0.007647755367288922
ECFP_948	0.00447991778945647
ECFP_949	0.0088352244711306
ECFP_950	0.0015272240156993864
ECFP_951	0.0035283776371344633
ECFP_952	0.004480735286696807
ECFP_953	0.0032401119541758767
ECFP_954	0.0048447954432350865
ECFP_955	0.004721299814509186
ECFP_956	0.014857925040002795
ECFP_957	0.0037760824569525683
ECFP_958	0.0029688115427516527
ECFP_959	0.0011886081219376655
ECFP_960	0.005571078690966682
ECFP_961	0.004822163422247946
ECFP_962	0.0017940964184661773
ECFP_963	0.004277544873207959
ECFP_964	0.0002798198577348652
ECFP_965	0.0016954256196709111
ECFP_966	0.007940869436952649
ECFP_967	0.02635215193738217
ECFP_968	0.0014679177780972047
ECFP_969	0.002950399782679424
ECFP_970	0.005241587850552097
ECFP_971	0.006335149601238666
ECFP_972	0.0008902610294144605
ECFP_973	0.005574214123224263
ECFP_974	0.009675017573419837
ECFP_975	0.006051267222711423
ECFP_976	0.008342152266062896
ECFP_977	0.0014717778978852766
ECFP_978	0.008114155296609497
ECFP_979	0.01448989015440264
ECFP_980	0.0021153486743824427
ECFP_981	0.0438996730983965
ECFP_982	0.0027140894523151617
ECFP_983	0.0012724212338475803
ECFP_984	0.005076796150561971
ECFP_985	0.0033805133878466744
ECFP_986	0.005862554891928942
ECFP_987	0.0014285100658543888
ECFP_988	0.0027526810846013063
ECFP_989	0.010007876462269093
ECFP_990	0.0007771897128820916
ECFP_991	0.0021838833825985086
ECFP_992	0.008965528763033423
ECFP_993	0.028433314000997377
ECFP_994	0.006228065683933734
ECFP_995	0.0018326058403658981
ECFP_996	0.00472035069239195
ECFP_997	0.00484754388781603
ECFP_998	0.010605669677372264
ECFP_999	0.0022718517263419884
ECFP_1000	0.003277677179438583
ECFP_1001	0.0008816886497870288
ECFP_1002	0.0019349845466392166
ECFP_1003	0.001252388413498751
ECFP_1004	0.016739044247891532
ECFP_1005	0.001641157592733097
ECFP_1006	0.006598891018391259
ECFP_1007	0.0007113547848883414
ECFP_1008	0.0033622399733953
ECFP_1009	0.0033323121808066735
ECFP_1010	0.004980101700145098
ECFP_1011	0.004788707581551798
ECFP_1012	0.008808132808704659
ECFP_1013	0.0015984067669421605
ECFP_1014	0.0026340682675043614
ECFP_1015	0.0006433694179112843
ECFP_1016	0.0013861228572524802
ECFP_1017	0.023524035555468607
ECFP_1018	0.00217973031950776
ECFP_1019	0.03718820949268497
ECFP_1020	0.0020317714725444974
ECFP_1021	0.0027258119359162983
ECFP_1022	0.0008263749153214559
ECFP_1023	0.0012107240193850717
