Feature	MeanAbsSHAP_LogReg
ECFP_513	0.0014982074478457745
ECFP_514	0.0005605798489043484
ECFP_515	0.003869516183150344
ECFP_516	0.0021619794764842918
ECFP_517	0.004184289580206271
ECFP_518	0.0009359742367822105
ECFP_519	0.007332297997139504
ECFP_520	0.0022846715855808254
ECFP_521	0.0018506822501036392
ECFP_522	0.002396270425325895
ECFP_523	0.003007498821009874
ECFP_524	0.004993893969537222
ECFP_525	0.001316623440431305
ECFP_526	0.01613202651101017
ECFP_527	0.000792137569576452
ECFP_528	0.0030624069413584605
ECFP_529	0.004266645743634811
ECFP_530	0.002113687421115887
ECFP_531	0.0043380546028437255
ECFP_532	0.005557833968492086
ECFP_533	0.013589377491579202
ECFP_534	0.010523235965846907
ECFP_535	0.005650585682585359
ECFP_536	0.0019070312030932985
ECFP_537	0.004496606151187567
ECFP_538	0.0018868758260497756
ECFP_539	0.0007942509538843434
ECFP_540	0.042456695302826836
